propertName,rating,society,price,pricePerSqft,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features
"3 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,4.8,20486.56,2343.0,1550.0,3,5,servant room,"Sobha City Sector 108, Gurgaon",5,north-west,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","In the thriving cityscape of gurgaon, sobha city 108 stands as an epitome of premium residential living. Located strategically in sector 108, this development by sobha limited promises a perfect balance of luxury, modernity, and sustainability. It is a part of sobha limiteds larger vision of providi...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '14 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,4.3,20752.9,2072.0,1308.68,3,4,not available,"Sobha City Sector 108, Gurgaon",15,east,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","This 3 bhk apartment is available for sale in sobha city, one of the most prominent projects for flats in sector 108 gurgaon. This residential flat is north-East-Facing direction. The flat is over 2072 sq.Ft. Super built up area and comes with 3 bedroom(s), 4 bathrooms and 3 balconies. The property ...","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
"2 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,2.56,18537.29,1381.0,848.2,2,2,not available,"Sobha City Sector 108, Gurgaon",2,north,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","Located in the popular residential address of sector 108 gurgaon, sobha city is one of the most preferred destination for apartments in gurgaon. This 2 bhk flat is your ticket to be a part of this community. The flat is north-East-Facing. The flat occupies a super built up area of 1381 sq.Ft. That c...","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '13 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,2.55,18464.88,1381.0,848.2,2,2,not available,"Sobha City Sector 108, Gurgaon",2,north-east,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","Check out this 2 bhk apartment for sale in sobha city, a popular residential project that houses in-Demand flats in sector 108 gurgaon. This property faces the north-East direction. The flat is over 1381 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. This flat l...","['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '10 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 65, Gurgaon",3.8,  emaar mgf emerald estate,1.9,18627.45,1020.0,631.0,2,2,study room,"Emaar MGF Emerald Estate Sector 65, Gurgaon",7,north-east,1 to 5 Year Old,"['Sector 53-54 Metro Station', 'Central Plaza Mall', 'Golf Course Road', 'NH 148A', 'Lancers International School', 'Paras Hospitals, Gurgaon', 'Indira Gandhi Intl Airport', 'DLF Golf and Country Club']",A well maintained brand new condition flat in well maintained society next to world mark,"['2 Wardrobe', '6 Fan', '1 Exhaust Fan', '7 Light', '1 Modular Kitchen', '3 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']"
"3 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,3.4,19871.42,1711.0,1111.44,3,3,not available,"Sobha City Sector 108, Gurgaon",9,north-west,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","This lovely 3 bhk apartment/flat in sector 108 gurgaon is available for sale in one of gurgaon's most popular projects, sobha city. The flat is facing the north-East direction. Constructed on a super built up area of 1711 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The prop...","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
"2 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,2.42,17523.53,1381.0,848.2,2,2,not available,"Sobha City Sector 108, Gurgaon",9,north-east,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","This 2 bhk flat is located in sobha city, which houses some of the most spacious flats in sector 108 gurgaon. This property faces the north-East direction. Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1381 sq.Ft. The property is located on t...","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
"3 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,4.4,21235.52,2072.0,1308.68,3,4,not available,"Sobha City Sector 108, Gurgaon",17,north-east,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","Sobha city is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 108 gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. Constructed on a super built up area of 2072 sq.Ft., the flat comprises 3 be...","['4 Wardrobe', '1 Water Purifier', '6 Fan', '1 Exhaust Fan', '4 Geyser', '13 Light', '5 AC', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 108, Gurgaon",3.7,  sobha city,4.02,19401.54,2072.0,1308.68,3,4,not available,"Sobha City Sector 108, Gurgaon",7,south,1 to 5 Year Old,"['Dwarka Sector 21 Metro Station', 'WTC Plaza', 'Dwarka Expressway', 'The Shikshiyan School', 'The NorthCap University', 'Rions Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'Chintels Corporate Park Sec 114 Gurgaon', 'Country Inn & Suites by Radisson', 'Hamoni Golf Camp', 'Tau DeviLal Sports Complex']","Situated in sector 108 gurgaon, sobha city is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-East-Facing direction. The flat is over 2072 sq.Ft. Super buil...","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
"3 BHK Flatin Sector 66, Gurgaon",4.1,  emaar mgf the palm drive,4.0,20512.82,1950.0,1920.0,3,3,servant room,"Emaar MGF The Palm Drive Sector 66, Gurgaon",3,south-east,5 to 10 Year Old,"['Sector 55-56 Rapid Metro Station', 'HUB 66', 'NH 248A', 'Hasanpur', 'Ashoka International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Sealdah', 'Vatika Business Centre', 'The Oberoi Gurgaon', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","A very good 3bhk plus store flat for sale in palm drive, sector-66, gurgaon. It is a superb property and offers an excellent view. The flat is semi furnished with multiple amenities and promises a comfortable stay. It is feng shui/vaastu compliant, which is considered to bring positive energy. Indee...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '1 Stove', '16 Light', '5 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 106, Gurgaon",3.8,  paras dews,1.28,9241.88,1385.0,940.0,2,2,not available,"Paras Dews Sector 106, Gurgaon",5,north,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","Paras dews is one of gurgaon's most sought after destination for apartments and this 2 bhk flat in sector 106 gurgaon is your opportunity to be a part of this community. This residential flat is north-Facing direction. Constructed on a super built up area of 1385 sq.Ft., the flat comprises 2 bedroom...","['3 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 106, Gurgaon",3.8,  paras dews,1.53,8693.18,1760.0,1186.0,3,4,"study room,servant room","Paras Dews Sector 106, Gurgaon",4,north,1 to 5 Year Old,"['MG Road Metro Station', 'NeoSquare Shopping Mall', 'Dwarka Expressway', 'Glorious World School', 'DPG Institute of Technology', 'Chirag Hospital', 'Indira Gandhi International Airport', 'Gurgaon', 'Country Inn & Suites by Radisson', 'SkyJumper Trampoline Park', 'Hamoni Golf Camp']","This lovely 3 bhk apartment/flat in sector 106 gurgaon is available for sale in one of gurgaon's most popular projects, paras dews. The flat is north-Facing. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up...","['1 Modular Kitchen', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"3 BHK Flatin Sector 69, Gurgaon",3.8,  tulip white,1.58,11915.54,1326.0,1300.0,3,2,pooja room,"Tulip White Sector 69, Gurgaon",5,north-east,5 to 10 Year Old,"['Sri Radhe Krishna Temple', 'Icici bank ATM', 'Standard chartered ATM', 'Ekta Hospital', 'Sai Dharamraj Hospital', 'Sai Heart and Trauma Center', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sanjeevani Hospital Gurgaon', 'Gobind Hospital', 'Kamal Hospital and Maternity Centre', 'Divine Look Clinic Centre', 'Skin Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Neelkanth Health Care', 'Vishesh Dental', 'Bones Clinic - Orthopaedics', 'Park Hospital Gurgaon', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'Kore Tech Park', 'SPAZE BUSINESS PARK', 'Central bank of india', 'Union bank of india', 'State bank of india', 'Indusind bank', 'Hdfc bank', 'Icici bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank', 'SRS Cinemas', 'Nook', 'Starbucks', ""Nirula's"", ""Domino's Pizza"", 'India', 'Carmesi Corporate', 'Stryker Global Tech Center', 'McKinsey & Company Gurugram Knowledge Center']","This beautiful 3 bhk flat in sector 69 gurgaon is situated in tulip white, one of the popular residential society in gurgaon. The flat is facing the north-East direction. The flat occupies a super built up area of 1326 sq.Ft. That consists of 3 bedrooms, 2 bathrooms and 2 balconies. The property is ...","['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '12 Light', '1 TV', '1 Chimney', '3 AC', '1 Curtains', '1 Modular Kitchen', '2 Bed', '3 Wardrobe', '1 Sofa', '1 Washing Machine', '1 Microwave']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 69, Gurgaon",3.9,  tulip purple,2.78,11583.33,2400.0,,4,5,servant room,"Tulip Purple Sector 69, Gurgaon",8,south-east,1 to 5 Year Old,"['Sector 55-56 metro station', 'Omaxe Gurgaon Mall', 'Badshahpur Sohna Rd Hwy, Sector 68', 'Indus World School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi Intl Airport', 'Gurgaon Railway Station', 'Infinity Business Park', 'Park inn', ""Oyster's Water Park"", 'Nehru Stadium']",Tulip purple is one of the most popular destination for buying apartments/ flats in sector 69 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. This property faces the north-East direction. The flat occupies a super built up area of 2400 sq.Ft. That consists of 4 bed...,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Recently Renovated', 'Bank Attached Property', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"3 BHK Flatin Sector 66, Gurgaon",4.1,  emaar mgf the palm drive,3.95,20256.41,1950.0,1949.5,3,3,servant room,"Emaar MGF The Palm Drive Sector 66, Gurgaon",14,south-east,1 to 5 Year Old,"['Sector 55-56 Rapid Metro Station', 'HUB 66', 'NH 248A', 'Hasanpur', 'Ashoka International School', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Sealdah', 'Vatika Business Centre', 'The Oberoi Gurgaon', 'De Adventure Park', 'DLF Golf and Country Club', 'Tau DeviLal Sports Complex']","Emaar mgf the palm drive 66 , 3bhk s , apartment is available for sale...
 Additional details :Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
The society has dedicated security guards for every tower.","['5 Fan', '7 Light', '4 AC', '1 Chimney', '1 Modular Kitchen', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"4 BHK Flatin Sector 82, Gurgaon",3.8,  vatika the seven lamps,2.8,11546.39,2425.0,2200.0,4,4,"servant room,pooja room,store room,study room","Vatika The Seven Lamps Sector 82, Gurgaon",10,north,1 to 5 Year Old,"['SS Omnia Mall', 'Golf Course Ext Rd', 'Knowledge Tree World School', 'DPG Institute of Technology', 'Arc Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Hyatt Regency Gurgaon', 'SkyJumper Trampoline Park', 'Nakhrola Stadium']","Vatika the seven lamps in sector 82, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combination of comfort and style, specifically designed to suit your requirements and conveniences. There are 2bhk, 3bhk and 4bhk apartments availab...","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",
"3 BHK Flatin Sector 83, Gurgaon",4.0,  emaar palm gardens,2.3,13372.09,1720.0,1400.0,3,3,servant room,"Emaar Palm Gardens Sector 83, Gurgaon",5,west,1 to 5 Year Old,"['Millennium City Centre Gurugram', 'Entertainland Mall', 'NH 48', 'Gurgaon World School', 'DPG Degree College', 'Gurugram University', 'Park Hospital', 'Indira Gandhi International Airport', 'Garhi Harsaru Junction', 'Unitech Business Park', 'Tau Devi Lal Athletic Stadium']","Located in the popular residential address of sector 83 gurgaon, emaar palm gardens is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This property faces the north direction. The flat is over 1720 sq.Ft. Super built up ...","['3 Wardrobe', '6 Fan', '2 Geyser', '9 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
