,sector,propertyType,builtup,bedRooms,bathRooms,agePossesion,balcony,pooja room,servant room,study room,others,store room,luxCat,heightCat,Y
76,84.0,1.0,4460.75,12.0,12.0,3.0,4.0,0,1,0,0,0,0.0,2.0,9.95
77,100.0,0.0,2805.0,4.0,5.0,1.0,4.0,0,1,0,0,1,1.0,2.0,6.35
78,70.0,1.0,4500.0,3.0,3.0,3.0,2.0,0,1,0,0,0,2.0,2.0,10.5
79,74.0,1.0,4500.0,4.0,4.0,0.0,2.0,0,1,0,0,0,2.0,1.0,11.0
80,91.0,0.0,765.0,2.0,2.0,0.0,2.0,0,0,1,0,0,1.0,2.0,1.9
81,71.0,1.0,4509.0,5.0,6.0,3.0,3.0,1,1,0,0,1,1.0,1.0,10.85
82,124.0,0.0,1597.6,3.0,5.0,3.0,4.0,0,1,0,0,0,2.0,2.0,1.95
83,33.0,1.0,1622.5,3.0,3.0,3.0,2.0,0,0,0,0,0,0.0,1.0,0.95
84,110.0,0.0,1560.0,3.0,3.0,3.0,4.0,0,1,0,0,0,1.0,2.0,2.55
85,57.0,0.0,2380.0,4.0,4.0,1.0,3.0,0,1,0,0,0,2.0,2.0,2.35
86,84.0,1.0,4509.0,8.0,8.0,0.0,4.0,0,0,0,0,0,1.0,2.0,3.9
87,88.0,0.0,1360.0,3.0,3.0,0.0,2.0,0,0,0,0,0,2.0,2.0,2.85
88,27.0,1.0,2461.25,3.0,2.0,0.0,2.0,0,0,0,0,0,0.0,1.0,3.75
89,32.0,0.0,1832.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,0.0,2.55
90,117.0,1.0,4500.0,4.0,4.0,3.0,4.0,0,0,0,0,1,1.0,2.0,2.65
91,75.0,1.0,4200.0,3.0,3.0,0.0,3.0,1,1,0,0,0,0.0,1.0,4.5
92,35.0,0.0,1554.4,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,2.0,1.85
93,80.0,0.0,2881.5,4.0,5.0,0.0,4.0,1,1,0,0,0,1.0,2.0,9.0
94,32.0,0.0,1975.4,4.0,5.0,3.0,4.0,0,1,0,0,0,1.0,2.0,2.05
95,86.0,0.0,2076.0,3.0,4.0,3.0,3.0,1,1,1,1,0,0.0,2.0,6.25
96,37.0,0.0,1400.0,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,0.0,2.05
97,72.0,1.0,8100.0,6.0,6.0,0.0,2.0,1,0,0,0,0,2.0,1.0,3.6
98,30.0,0.0,1026.0,2.0,2.0,1.0,4.0,0,0,0,0,0,1.0,0.0,1.91
99,106.0,1.0,1955.0,3.0,2.0,4.0,4.0,0,0,0,0,0,0.0,0.0,2.69
100,31.0,0.0,1432.0,3.0,3.0,3.0,2.0,0,0,1,0,0,1.0,2.0,1.8
101,122.0,0.0,1256.8125,2.0,2.0,3.0,4.0,0,0,0,0,0,2.0,2.0,0.61
102,98.0,0.0,3272.5,5.0,6.0,3.0,4.0,0,1,0,0,0,1.0,0.0,4.81
103,82.0,0.0,1700.0,3.0,3.0,2.0,3.0,0,1,0,0,0,2.0,2.0,2.9
104,110.0,0.0,1428.0,3.0,3.0,0.0,4.0,0,0,0,0,1,2.0,1.0,1.86
105,37.0,0.0,4250.0,5.0,7.0,0.0,2.0,1,1,1,0,0,2.0,0.0,4.7
106,98.0,0.0,1720.0,3.0,4.0,0.0,4.0,0,1,0,0,0,1.0,2.0,2.62
107,86.0,0.0,1554.4,3.0,3.0,3.0,4.0,0,1,0,0,0,2.0,1.0,7.0
108,32.0,0.0,2677.5,4.0,4.0,3.0,2.0,1,1,1,1,0,2.0,0.0,3.6
109,72.0,1.0,4500.0,16.0,20.0,3.0,4.0,1,1,1,1,0,0.0,2.0,14.5
110,93.0,0.0,1928.8,3.0,3.0,3.0,3.0,1,1,0,0,0,1.0,0.0,4.45
111,112.0,0.0,1554.4,3.0,3.0,1.0,0.0,0,0,0,0,0,1.0,0.0,2.6
112,70.0,1.0,4518.0,8.0,8.0,3.0,3.0,1,1,1,0,1,1.0,1.0,14.0
113,52.0,1.0,4500.0,3.0,3.0,0.0,2.0,0,1,0,0,0,0.0,1.0,8.25
114,110.0,0.0,1584.8000000000002,3.0,3.0,0.0,4.0,0,1,0,0,0,2.0,2.0,2.17
115,118.0,0.0,2009.4,4.0,4.0,3.0,2.0,1,1,0,0,0,1.0,0.0,2.49
116,78.0,1.0,4500.0,12.0,15.0,1.0,4.0,1,1,1,1,0,1.0,2.0,10.5
117,75.0,1.0,3500.0,4.0,4.0,3.0,3.0,1,1,0,0,0,1.0,1.0,5.6
118,72.0,1.0,4500.0,6.0,6.0,2.0,3.0,0,0,0,0,1,2.0,1.0,5.5
119,27.0,1.0,2250.0,1.0,1.0,3.0,1.0,0,0,0,1,0,0.0,1.0,1.6
120,37.0,0.0,2596.75,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,2.98
121,52.0,0.0,1554.4,3.0,4.0,2.0,4.0,0,1,1,0,1,2.0,1.0,7.5
122,37.0,1.0,5400.0,4.0,5.0,1.0,4.0,0,1,0,0,1,1.0,1.0,7.75
123,92.0,0.0,2587.4,4.0,4.0,3.0,4.0,1,1,1,1,0,1.0,2.0,4.0
124,55.0,1.0,4518.0,7.0,7.0,3.0,4.0,1,1,1,0,1,2.0,1.0,14.0
125,98.0,0.0,937.5,2.0,2.0,3.0,2.0,0,0,1,0,0,1.0,2.0,1.75
126,91.0,0.0,1462.4,3.0,3.0,3.0,4.0,0,1,0,0,0,1.0,0.0,3.4
127,92.0,0.0,2048.5,4.0,5.0,0.0,3.0,0,1,0,0,0,1.0,2.0,4.3
128,92.0,0.0,1712.325,4.0,3.0,0.0,4.0,0,0,1,0,0,0.0,2.0,3.25
129,91.0,0.0,1074.75,2.0,2.0,1.0,4.0,0,0,1,0,0,2.0,2.0,2.55
130,87.0,0.0,1636.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.81
131,92.0,0.0,1560.0,3.0,3.0,3.0,4.0,0,1,0,0,0,2.0,0.0,3.95
132,37.0,0.0,1564.0,3.0,4.0,3.0,4.0,1,1,0,0,0,2.0,0.0,3.03
133,109.0,0.0,975.0,2.0,2.0,3.0,1.0,0,0,0,0,0,2.0,0.0,1.4
134,111.0,0.0,1150.5,2.0,2.0,0.0,2.0,0,0,0,0,0,2.0,0.0,1.45
135,84.0,1.0,4200.0,4.0,4.0,3.0,3.0,1,0,0,0,0,0.0,1.0,8.0
136,124.0,0.0,2975.0,4.0,4.0,3.0,4.0,0,1,1,0,0,1.0,0.0,3.75
137,99.0,0.0,1188.0,3.0,3.0,2.0,2.0,0,0,0,0,0,1.0,1.0,1.6
138,72.0,1.0,8100.0,7.0,7.0,3.0,4.0,0,0,0,0,1,1.0,1.0,4.5
139,98.0,1.0,2600.0,3.0,3.0,3.0,4.0,0,1,1,0,1,1.0,1.0,6.15
140,94.0,0.0,916.5,2.0,2.0,3.0,4.0,0,0,0,0,0,1.0,2.0,1.55
141,75.0,0.0,1801.1360000000002,3.0,4.0,0.0,3.0,1,1,0,0,0,1.0,2.0,4.3
142,116.0,0.0,1138.4,3.0,3.0,1.0,4.0,0,1,1,0,0,2.0,1.0,1.56
143,84.0,1.0,2911.25,3.0,3.0,2.0,3.0,1,1,1,0,1,2.0,1.0,6.7
144,32.0,0.0,1275.0,2.0,3.0,3.0,4.0,0,1,0,0,0,1.0,2.0,2.5
145,75.0,1.0,4500.0,4.0,4.0,2.0,3.0,0,1,0,0,0,2.0,1.0,5.0
146,74.0,0.0,1420.8000000000002,3.0,3.0,2.0,2.0,0,1,0,0,0,2.0,2.0,2.95
147,107.0,0.0,2074.0,4.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,4.5
148,32.0,0.0,1275.0,2.0,3.0,3.0,4.0,0,1,0,0,0,2.0,0.0,2.5
149,124.0,0.0,2010.25,4.0,4.0,3.0,2.0,0,0,0,0,0,2.0,2.0,2.25
150,89.0,1.0,1940.0,3.0,4.0,3.0,3.0,0,0,0,0,0,0.0,0.0,2.9
151,53.0,1.0,4518.0,5.0,6.0,2.0,3.0,1,1,1,1,0,0.0,1.0,24.0
152,74.0,1.0,4500.0,6.0,6.0,0.0,4.0,1,1,1,1,0,0.0,1.0,7.5
153,77.0,1.0,6300.0,5.0,5.0,0.0,4.0,1,1,1,0,1,2.0,1.0,14.5
154,116.0,0.0,1205.625,2.0,2.0,1.0,4.0,0,0,1,1,0,1.0,1.0,1.21
155,86.0,0.0,2420.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,0.0,7.3
156,109.0,1.0,2160.0,3.0,3.0,3.0,3.0,0,0,1,0,0,0.0,1.0,1.31
157,34.0,0.0,1484.0,3.0,3.0,3.0,4.0,0,0,0,0,0,1.0,2.0,2.8
158,29.0,1.0,4500.0,5.0,5.0,3.0,4.0,0,0,1,0,0,2.0,1.0,3.5
159,38.0,0.0,2890.0,4.0,5.0,3.0,0.0,0,1,0,0,0,1.0,0.0,4.75
160,113.0,0.0,2009.4,4.0,4.0,0.0,4.0,1,1,0,0,0,2.0,0.0,2.53
161,36.0,0.0,1368.8000000000002,3.0,3.0,3.0,4.0,0,0,0,0,0,1.0,2.0,3.48
162,92.0,0.0,2952.9,5.0,5.0,3.0,4.0,0,1,0,0,0,1.0,0.0,8.0
163,107.0,0.0,1680.0,3.0,4.0,1.0,2.0,0,1,0,0,0,2.0,0.0,3.6
164,104.0,1.0,4500.0,4.0,3.0,1.0,2.0,0,1,0,0,0,0.0,2.0,4.25
165,34.0,1.0,4500.0,4.0,3.0,3.0,3.0,1,0,1,0,0,1.0,0.0,2.15
166,50.0,1.0,1480.0,5.0,5.0,3.0,3.0,0,1,0,0,0,2.0,1.0,5.35
167,42.0,1.0,4518.0,7.0,7.0,2.0,4.0,0,0,0,0,0,0.0,1.0,4.5
168,30.0,0.0,4913.0,5.0,5.0,1.0,4.0,0,1,0,0,0,1.0,0.0,7.5
169,73.0,1.0,4509.0,5.0,6.0,3.0,3.0,1,1,0,0,1,1.0,1.0,11.95
170,100.0,0.0,2040.0,3.0,3.0,1.0,4.0,0,1,0,0,0,1.0,2.0,4.88
171,81.0,0.0,2312.85,4.0,4.0,0.0,4.0,0,1,0,0,0,1.0,0.0,9.5
172,88.0,0.0,1360.0,3.0,3.0,3.0,3.0,0,0,0,0,0,2.0,2.0,2.65
173,32.0,0.0,1832.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1.0,0.0,2.62
174,30.0,0.0,1481.6,3.0,3.0,3.0,0.0,0,0,0,0,0,0.0,1.0,2.6
175,92.0,0.0,1560.0,3.0,3.0,0.0,4.0,0,1,0,0,0,2.0,0.0,4.09
176,109.0,0.0,2061.25,4.0,4.0,3.0,4.0,0,1,0,0,1,1.0,2.0,2.87
177,34.0,0.0,2001.75,4.0,6.0,0.0,2.0,0,1,0,0,0,2.0,1.0,1.9
178,67.0,1.0,2587.75,2.0,2.0,3.0,2.0,1,1,0,0,1,0.0,1.0,3.1
179,30.0,0.0,2718.2999999999997,4.0,4.0,3.0,0.0,0,1,0,0,0,1.0,2.0,4.75
180,93.0,0.0,1113.75,2.0,2.0,0.0,4.0,0,0,1,0,0,2.0,2.0,2.01
181,95.0,0.0,2040.0,4.0,5.0,3.0,4.0,0,1,0,0,0,1.0,1.0,2.67
182,92.0,0.0,3119.5,5.0,5.0,0.0,4.0,0,1,0,0,0,0.0,0.0,6.0
183,81.0,1.0,6400.0,5.0,6.0,3.0,4.0,1,1,1,0,1,1.0,2.0,28.0
184,31.0,0.0,2443.75,4.0,6.0,0.0,2.0,0,1,0,0,0,1.0,1.0,2.95
185,30.0,0.0,1320.0,3.0,3.0,3.0,4.0,0,1,0,0,0,2.0,2.0,1.95
186,70.0,1.0,4500.0,4.0,4.0,2.0,4.0,1,1,1,0,1,2.0,1.0,9.5
187,77.0,0.0,1162.5,2.0,2.0,0.0,4.0,0,0,1,0,0,1.0,0.0,2.5
188,35.0,0.0,1024.5,2.0,2.0,0.0,2.0,0,0,0,0,0,2.0,2.0,1.35
189,100.0,0.0,2805.0,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,1.0,6.3
190,57.0,0.0,2380.0,4.0,4.0,1.0,4.0,0,1,0,0,0,2.0,2.0,2.43
191,30.0,0.0,1481.6,3.0,3.0,3.0,4.0,0,0,0,0,0,0.0,0.0,2.5
192,68.0,1.0,4350.0,5.0,5.0,3.0,4.0,1,1,0,0,1,2.0,1.0,10.75
193,87.0,0.0,1636.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,3.75
194,41.0,0.0,2048.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,0.0,3.55
195,35.0,0.0,1888.8,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,2.2
196,87.0,0.0,1636.0,3.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,3.71
197,84.0,1.0,4500.0,3.0,3.0,3.0,2.0,0,0,0,0,0,0.0,2.0,10.0
198,107.0,0.0,1680.0,3.0,4.0,3.0,4.0,0,1,0,0,0,2.0,2.0,3.6
199,60.0,0.0,1431.2,3.0,3.0,1.0,4.0,0,0,0,0,0,2.0,2.0,2.54
200,84.0,1.0,1400.0,2.0,2.0,3.0,2.0,1,1,1,1,0,0.0,1.0,1.3
201,124.0,0.0,2456.5,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,2.0,2.45
202,98.0,0.0,2486.25,4.0,5.0,3.0,3.0,0,1,1,0,0,2.0,0.0,4.67
203,70.0,1.0,3190.0,11.0,11.0,1.0,4.0,0,0,0,0,0,2.0,2.0,3.3
204,110.0,1.0,2911.25,3.0,3.0,3.0,3.0,0,0,0,1,0,0.0,1.0,1.75
205,30.0,0.0,1351.2,3.0,3.0,3.0,2.0,0,0,0,0,0,2.0,2.0,2.3
206,114.0,0.0,1740.0,3.0,5.0,1.0,4.0,0,1,0,0,0,2.0,2.0,2.72
207,37.0,1.0,4500.0,4.0,4.0,3.0,4.0,1,1,0,0,1,1.0,1.0,9.0
208,75.0,1.0,4350.0,4.0,4.0,2.0,3.0,1,1,0,0,0,2.0,1.0,5.7
209,91.0,0.0,1632.0,3.0,3.0,3.0,4.0,0,1,0,0,0,2.0,1.0,3.77
210,113.0,0.0,1110.0,2.0,2.0,3.0,4.0,0,0,1,0,0,1.0,0.0,2.05
211,110.0,0.0,1599.2,3.0,4.0,3.0,3.0,0,1,0,0,0,0.0,0.0,2.65
212,34.0,0.0,2001.75,4.0,5.0,0.0,4.0,0,1,0,0,0,2.0,2.0,1.89
213,110.0,0.0,1072.0,3.0,3.0,3.0,2.0,0,0,0,0,0,1.0,2.0,1.35
214,77.0,0.0,1162.5,2.0,2.0,3.0,4.0,0,0,1,0,0,2.0,2.0,2.5
215,35.0,0.0,1554.4,3.0,3.0,3.0,4.0,0,0,0,0,1,1.0,2.0,1.87
216,50.0,1.0,4509.0,7.0,7.0,0.0,4.0,0,0,0,1,0,0.0,2.0,2.35
217,83.0,0.0,1728.0,3.0,3.0,3.0,3.0,0,0,1,0,0,2.0,1.0,2.9
218,30.0,0.0,2040.0,4.0,4.0,1.0,4.0,0,0,0,0,0,2.0,0.0,2.92
219,30.0,0.0,1511.2,3.0,3.0,1.0,4.0,0,1,0,0,0,2.0,2.0,2.55
220,105.0,0.0,1192.0,3.0,3.0,3.0,2.0,1,1,1,0,1,1.0,0.0,1.9
221,54.0,1.0,4500.0,6.0,6.0,3.0,4.0,0,0,0,0,0,1.0,1.0,4.0
222,35.0,0.0,1554.4,3.0,3.0,3.0,4.0,0,0,0,0,0,1.0,2.0,1.71
223,63.0,0.0,1628.0,3.0,5.0,1.0,4.0,0,1,1,0,0,2.0,0.0,1.63
224,100.0,0.0,2040.0,3.0,3.0,3.0,2.0,0,1,0,0,0,1.0,1.0,4.9
225,35.0,0.0,1024.5,2.0,2.0,0.0,2.0,0,0,0,0,0,2.0,2.0,1.3
226,50.0,1.0,3300.0,4.0,4.0,2.0,0.0,1,0,1,0,1,2.0,1.0,6.15
227,63.0,0.0,982.5,2.0,2.0,0.0,2.0,0,0,0,0,0,2.0,1.0,1.1
228,114.0,0.0,1528.0,3.0,3.0,3.0,2.0,0,0,0,0,0,1.0,0.0,2.25
229,102.0,1.0,4860.0,5.0,6.0,1.0,4.0,1,1,1,1,0,1.0,1.0,21.0
230,40.0,0.0,2241.6,3.0,3.0,1.0,4.0,0,1,0,0,0,2.0,0.0,4.24
231,75.0,1.0,4500.0,4.0,4.0,2.0,3.0,1,0,1,0,0,0.0,1.0,5.0
232,70.0,1.0,4200.0,4.0,4.0,2.0,4.0,1,1,1,0,1,0.0,1.0,13.5
233,27.0,1.0,3300.0,2.0,2.0,0.0,1.0,0,0,0,0,1,2.0,1.0,3.6
234,57.0,0.0,2046.8,4.0,4.0,1.0,4.0,0,0,0,0,0,1.0,2.0,2.68
235,120.0,0.0,1748.45,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,1.68
236,98.0,0.0,1720.0,3.0,4.0,3.0,4.0,0,1,1,0,0,1.0,2.0,2.8
237,90.0,1.0,7500.0,6.0,6.0,1.0,4.0,1,1,1,0,1,1.0,2.0,12.5
238,49.0,1.0,4500.0,6.0,6.0,0.0,4.0,0,0,0,0,0,0.0,1.0,6.5
239,91.0,0.0,4243.2,4.0,4.0,3.0,4.0,1,1,1,0,1,1.0,0.0,13.0
240,84.0,1.0,4500.0,3.0,3.0,3.0,2.0,0,1,0,0,0,0.0,2.0,6.75
241,83.0,0.0,1600.0,3.0,3.0,2.0,4.0,1,0,0,0,0,2.0,2.0,2.5
242,32.0,0.0,2677.5,4.0,4.0,3.0,4.0,0,1,0,0,0,1.0,2.0,3.5
243,65.0,0.0,1671.525,4.0,4.0,2.0,2.0,0,1,0,0,0,0.0,2.0,2.3
244,92.0,1.0,4500.0,5.0,7.0,3.0,3.0,1,1,1,1,0,0.0,1.0,17.75
245,91.0,0.0,945.75,2.0,2.0,3.0,2.0,0,0,0,0,0,2.0,0.0,2.45
246,37.0,0.0,2588.25,4.0,5.0,3.0,2.0,1,1,1,0,1,1.0,2.0,4.25
247,36.0,0.0,1657.6,3.0,3.0,3.0,2.0,0,0,0,0,0,1.0,0.0,4.15
248,35.0,0.0,1024.5,2.0,2.0,3.0,2.0,0,0,0,0,0,2.0,2.0,1.3
249,63.0,0.0,1440.0,3.0,3.0,3.0,2.0,0,0,0,1,0,2.0,2.0,1.63
250,107.0,0.0,1248.0,3.0,3.0,3.0,4.0,0,0,0,0,0,1.0,2.0,1.46
251,34.0,0.0,1554.4,3.0,3.0,3.0,2.0,1,0,0,0,0,1.0,2.0,1.6
252,91.0,0.0,1407.75,2.0,2.0,1.0,4.0,0,0,0,0,0,2.0,0.0,2.8
253,55.0,0.0,1554.4,3.0,3.0,2.0,4.0,0,1,0,0,0,1.0,2.0,3.65
254,90.0,1.0,2790.0,3.0,3.0,1.0,3.0,0,1,0,0,0,2.0,2.0,3.05
255,118.0,0.0,2317.95,4.0,4.0,0.0,3.0,1,1,0,0,0,2.0,0.0,2.65
256,107.0,0.0,2312.0,4.0,4.0,3.0,3.0,0,1,1,0,0,1.0,0.0,4.95
257,30.0,0.0,2718.2999999999997,4.0,4.0,3.0,2.0,0,1,0,0,0,2.0,0.0,3.6
258,38.0,0.0,2890.0,4.0,5.0,3.0,2.0,0,1,0,0,0,1.0,1.0,4.7
259,107.0,0.0,1680.0,3.0,4.0,3.0,4.0,1,1,1,1,0,2.0,0.0,3.6
260,91.0,0.0,1320.0,3.0,3.0,0.0,4.0,0,1,1,0,0,0.0,1.0,3.08
