,index,society,area,propertyType,bedRooms,bathRooms,additionalRooms,address,floorNum,balcony,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId,links
243,243," in Greenwood City, Gurgaon",502.32,House,5 Bedrooms ,7 Bathrooms,"Pooja Room,Study Room,Servant Room,Store Room"," in Greenwood City, Gurgaon",3 Floors,3+ Balconies ,East,5 to 10 Year Old,"['Huda city centre metro station', 'Axis bank ATM', 'State bank of india ATM', 'Icici ATM', 'Citi bank ATM', 'Axis bank ATM', 'Hdfc ATM', 'Icici bank ATM', 'Standard chartered ATM', 'Hdfc bank ATM', 'Hdfc ATM', 'Axis bank ATM', 'Dispencery', 'Shivam Hospital Gurgaon', 'Fortis Memorial Research Institute Fortis Vivekanand Hospital', 'Dr. Naval Mendiratta', 'Sukhmani Hospital Pvt. Ltd', 'Gupta', 'Arihant Hospital', 'Centre For Sight Gurgaon Sector 29', 'Dr. Kutbuddin Akbary', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Pernod Ricard Charitable Dispensary', 'City Medical', 'Gardian Pharmacy', 'Gardian Pharmacy', 'Bharat petroleum', 'IBP Petrol Pump', 'Hdfc bank', 'Hdfc bank', 'Icici bank', 'Raj Restaurant', 'Fast food', 'Fast Food', 'Om Sweets', 'Bar and restaurant', 'Cafe Coffee Day', 'PWO house', '32nd Milestone', 'St. Angels Jr', 'St. Angels Sr', 'School of Inspired Leadership SOIL', 'Manav Rachna School', 'Amity Global School', 'CR Model Public School', 'Stones2milestones', 'Delhi Public School Primary Section', 'Dawnbit', 'Mantis Eye LLP', 'Manav Rachna Swimming Pool']","Address: Park Facing, Greenwood City, Gurgaon Brokers please excuseGreenwood city, block-A
Kothi for sale 
Gf + ff + sf
Park facing kothi Ground floor - Drawing + dining+ kitchen + 2 bed rooms+ 2 bathrooms+ 1 powder room 
 First floor- 3 bed rooms+ 3 bathrooms + store room
 Second floor- Party area + gym area +1 bathroom + pantryCall 
Kun... al kanwar
Nss realtorMore >>","['5 Wardrobe', '11 Fan', '1 Exhaust Fan', '1 Geyser', '9 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Swimming Pool', 'Separate entry for servant room', 'Park', 'Recently Renovated', 'Bank Attached Property', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM']",Q70991852,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-greenwood-city-gurgaon-4521-sq-ft-r4-spid-Q70991852
244,244," in A Block Sushant Lok Phase 1, Gurgaon",250.0,House,4 Bedrooms ,4 Bathrooms,"Study Room,Pooja Room"," in A Block Sushant Lok Phase 1, Gurgaon",2 Floors,3+ Balconies ,North-West,5 to 10 Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Gurgaon Central Mall', 'MGF Metropolitan', 'Icici bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Punjab national bank ATM', 'Umkal Hospital', 'Sitaram Bhartia', 'Sidhesh Hospital Gurgaon', 'Max Hospital', 'Privat Hospital', 'Dr. Kutbuddin Akbary', 'Axis bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'DT Cinemas', 'PVR Metropolitan', 'DT Cinemas', 'PVR Cinames', 'Pizza Hut', 'Barbecue Grill', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Roots', 'Starbucks', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'The Chicken Boat', 'MoB Ministory of Beer', 'Park Baluchi', 'NutrioBox Gurugram', 'Pan Bangkok', 'Bikanervala', 'Beer & Whisky Bar', 'Balaji Vegetarian Paradise', 'Gravity Space Bar', 'Black Mambaa', 'KFC', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Zura', 'Bahrisons library', 'Ncr library']","Address:  A Block Sushant Lok Phase 1, Gurgaon Discover elegance and comfort in this stunning 4bhk kothi, nestled in the prestigious sushant lok 1, block a. This meticulously designed home offers a perfect blend of modern amenities and timeless charm, making it an ideal choice for those seeking a luxurious lifestyle. ","['10 Fan', '1 Exhaust Fan', '36 Light', '6 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water Storage', 'Park', 'Visitor Parking', 'Natural Light', 'Spacious Interiors']",Q79293861,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-2250-sq-ft-spid-Q79293861
245,245," in Part 3 Sector 5, Gurgaon",,House,2 Bedrooms ,2 Bathrooms,," in Part 3 Sector 5, Gurgaon",,2 Balconies ,South-West,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Dr. Sindhu Clinic', 'Sneh Hospital Gurgaon', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Yashroop Medical Centre', 'Dr. Mittal Clinic', 'Jiya Clinic', ""Dr. Anurag's Child Care Clinic"", 'Gurgaon Eye Centre', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'GH Gurgaon', 'Aryan Hospital', 'Dr. Ashok Jain', 'Dr. Agya Ram Sharma Clinic', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Hitesh Dawar', 'Pearl Dental Clinic', 'Bhatnagar Maternity and Nursing Home', 'Bhardwaj Hospital', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Shree Krishna Hospital Gurgaon', 'Dr. Sarvejeet Singh', 'Taneja Hospital', 'R K Hospital Gurgaon', 'Centre For Sight Gurgaon New Railway Road', 'Kidney Clinic', 'Jackson Hospital', 'Chirag Hospital Pvt. Ltd', 'Lalit Dental Care', 'Chiranjiv Hospital', 'M Goel Hospital', 'Kharbanda Maternity and Nursing Home', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Lieutenant Atul Kataria School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Apna Enclave']","Address:  Part 3 Sector 5, Gurgaon 18 meter road, specious parking in front of house, near to proposed metro station sector 5, well connected roads, near to market, school, hospital. ","['1 Wardrobe', '1 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'No open drainage around', 'Park', 'Piped-gas', 'Visitor Parking', 'Natural Light', 'Airy Rooms']",L80369493,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-part-3-sector-5-gurgaon-1449-sq-ft-spid-L80369493
246,246," in Unitech Espace, Nirvana Country, Gurgaon",290.0,House,4 Bedrooms ,4 Bathrooms,"Servant Room,Study Room,Pooja Room,Store Room"," in Unitech Espace, Nirvana Country, Gurgaon",2 Floors,3+ Balconies ,West,5 to 10 Year Old,"['Radhakrishna Shani Mandir', 'Sri Radhe Krishna Temple', 'Standard chartered ATM', 'Icici bank ATM', 'Vatsalya Clinic', 'Bones Clinic - Orthopaedics', 'Skin Clinic', 'Divine Look Clinic Centre', 'Meher Clinic', 'Dr. Naresh Pandita', 'Dr. Anuj Sharma', 'Vishesh Dental', 'Neelkanth Health Care', 'Park Hospital Gurgaon', 'Dr. Aruna Kalra', 'Wellness Eye Centre', 'Best Urologist Atcomplete Family Clinic', 'Sanjeevani Hospital Gurgaon', 'Sai Heart and Trauma Center', 'Ekta Hospital', 'Sona Devi Memorial Hospital and Trauma Centre', 'Sai Dharamraj Hospital', 'Wembley estate club', 'Genius', 'Gardian Pharmacy', 'Apollo Pharmacy', 'SPAZE BUSINESS PARK', 'Unitech', 'Hdfc bank', 'Hdfc bank', 'Hdfc bank', 'Indusind bank', 'Icici bank', 'Central bank of india', 'SRS Cinemas', 'Madison and Pike', 'India', 'Haldiram', 'Starbucks', 'Nook', ""Domino's Pizza"", ""Nirula's"", 'Kamla International', 'Gurugram University', 'Delhi Public School Primary Section', 'Amity Global School', 'Unitech Business Park', 'Stryker Global Tech Center', 'McKinsey & Company Gurugram Knowledge Center', 'Carmesi Corporate']","Address: 123, Nirvana Country, Gurgaon 290 sq yards 4bhk with study duplex villa in espace block of nirvana country having 4 bhk with study and servant room also having complete wood work with modular kitchen .Nice location,for site visit and anyother information please call ","['5 Wardrobe', '5 Fan', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '11 Light', '2 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Maintenance Staff', 'False Ceiling Lighting', 'Swimming Pool', 'Water Storage', 'Separate entry for servant room', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",B78741047,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-unitech-espace-nirvana-country-gurgaon-2610-sq-ft-spid-B78741047
247,247," in A Block Sushant Lok Phase 1, Gurgaon",418.0,House,9 Bedrooms ,9 Bathrooms,"Pooja Room,Servant Room,Store Room,Study Room"," in A Block Sushant Lok Phase 1, Gurgaon",3 Floors,3+ Balconies ,West,10+ Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Gurgaon Central Mall', 'MGF Metropolitan', 'Icici bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Punjab national bank ATM', 'Umkal Hospital', 'Sitaram Bhartia', 'Sidhesh Hospital Gurgaon', 'Max Hospital', 'Privat Hospital', 'Dr. Kutbuddin Akbary', 'Axis bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'DT Cinemas', 'PVR Metropolitan', 'DT Cinemas', 'PVR Cinames', 'Pizza Hut', 'Barbecue Grill', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Roots', 'Starbucks', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'The Chicken Boat', 'MoB Ministory of Beer', 'Park Baluchi', 'NutrioBox Gurugram', 'Pan Bangkok', 'Bikanervala', 'Beer & Whisky Bar', 'Balaji Vegetarian Paradise', 'Gravity Space Bar', 'Black Mambaa', 'KFC', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Zura', 'Bahrisons library', 'Ncr library']","Address:  A Block Sushant Lok Phase 1, Gurgaon Well maintained beautifully located kothi at very peaceful location at best attractive price.Regards
Ankit sharma ","['4 Fan', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Private Garden / Terrace', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Internet/wi-fi connectivity']",E80663713,https://www.99acres.com/9-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-3762-sq-ft-spid-E80663713
248,248," in Ansals Palam Vihar, Palam Vihar, Gurgaon",520.0,House,4 Bedrooms ,4 Bathrooms,"Store Room,Servant Room"," in Ansals Palam Vihar, Palam Vihar, Gurgaon",2 Floors,2 Balconies ,South,5 to 10 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Metro Hospital and Heart Institute Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Kalyan Hospital Gurgaon', 'Ansals plaza underground car parking', 'Ansals Plaza above ground car parking', 'HUDA sector 23 parking', 'Axis bank', 'Punjab national bank', 'Oriental bank of commerce', 'Big Cinemas', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Moti Mahal', 'Pind Baluchi', ""McDonald's"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Swiss Cottage school', 'THE NORTHCAP UNIVERSITY', 'Palam vihar railway station', 'Bijwasan railway station']","Address: 1223, Palam Vihar, Gurgaon For sale prime block g independent house 4 bhk attach washroom wooden work complete more details contact sanya estate . ","['4 Wardrobe', '1 Water Purifier', '4 Fan', '1 Exhaust Fan', '2 Geyser', '14 Light', '1 Chimney', '1 Modular Kitchen', '2 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",D79702255,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-ansals-palam-vihar-palam-vihar-gurgaon-4680-sq-ft-spid-D79702255
249,249," in DLF City Plots, DLF Phase 1, Gurgaon",502.0,House,5 Bedrooms ,6 Bathrooms,"Pooja Room,Study Room,Servant Room,Others"," in DLF City Plots, DLF Phase 1, Gurgaon",3 Floors,3+ Balconies ,West,1 to 5 Year Old,"['Phase 2 Metro Station', 'Grand Mall', 'Jacaranda Marg', 'NH 148A', 'Lancers International School', 'The NorthCap University', 'RBS HOSPITAL', 'Indira Gandhi Intl Airport']","Address: Nicely Located, DLF Phase 1, Gurgaon Beautiful house available for sale 
Mind blowing location 18 meter road 
Stilt + 3 floors 
5bhk kothi beautiful house 
Luxury built up ","['1 Water Purifier', '1 Fridge', '6 Fan', '1 Exhaust Fan', '3 Geyser', '1 Stove', '6 Light', '1 Modular Kitchen', '1 Chimney', '6 AC', '3 Wardrobe', '1 Microwave', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV', 'No Washing Machine']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",O80738089,https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-dlf-city-plots-dlf-phase-1-gurgaon-4518-sq-ft-spid-O80738089
250,250," in DLF Phase 2, Gurgaon",215.0,House,6 Bedrooms ,5 Bathrooms,"Pooja Room,Study Room,Servant Room,Store Room"," in DLF Phase 2, Gurgaon",4 Floors,3 Balconies ,,5 to 10 Year Old,"['Vodafone belvedere towers metro station', 'Dlf phase 2 metro station', 'Dlf phase 3 metro station', 'Sikandarpur metro station', 'Sikanderpur metro station', 'Sikandarpur rmrg metro station', 'Shri Shiv Shakthi Mandir', 'Central bank atm teste 001112', 'Central bank ATM', 'Kotak mahindra ATM', 'Citibank ATM', 'Abn amro bank ATM', 'Axis bank ATM', 'Surgi Center Clinic', 'Kailash Nursing Home Gurgaon', 'Cosmodentz Dental Clinic', 'Uma Sanjeevani Health Centre And Hospital', 'RBS Dental Clinic', 'Durga Poly Clinic', 'Relief Physiotherapy Clinic', 'Krishna Family Clinic', 'Darpan Skin & Mind Clinic', 'Upkar Clinic', 'Guardian', '98.4', 'Religare Wellness', 'Shri Balaji Medical Store', 'DLF Cyber City Phase II', 'Emaar Business Park', 'Standard chartered bank', 'Hsbc bank', 'Kotak mahindra bank', 'Icici bank', 'Axis bank', 'Deutsche bank', 'Hdfc bank', 'Lord krishna bank', 'PVR Cinames', 'Mukesh Dhaba', 'Mc Donalds', 'Food Court', ""McDonald's"", 'The God Father', 'American Montessori', 'Microsoft', 'CEVA Logistics India', 'Boston Consulting Group', 'KPMG', 'Bain & Company', 'Taikisha Engineering PVT']","Address:  DLF Phase 2, Gurgaon For sale: Kothi in dlf phase 2Location prime area in dlf phase 2
Plot rate available at competitive plot rates
Accessibility 12-Meter road, near metro stationThis kothi offers an excellent opportunity for investment or personal use. ","['5 Wardrobe', '5 Fan', '9 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Centrally Air Conditioned', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Waste Disposal']",B77829083,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-dlf-phase-2-gurgaon-1935-sq-ft-r1-spid-B77829083
251,251," in Sushant Lok Phase 3, Gurgaon",300.0,House,6 Bedrooms ,6 Bathrooms,"Store Room,Pooja Room,Study Room,Servant Room"," in Sushant Lok Phase 3, Gurgaon",4 Floors,3+ Balconies ,North-East,10+ Year Old,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Sanatan Dharm Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Anand Hospital Gurgaon', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'pracksht hospital', 'Vatsalya Clinic', 'Arunodaya Deseret Eye Hospital', 'Arihant Hospital', 'HUDA Office Complex', 'Wembley estate club', 'Medisca', 'Pernod Ricard Charitable Dispensary', 'Unitech', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'Hdfc bank', 'Kotak mahindra bank', 'Indusind bank', 'State bank of india', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', '222', 'Pizza Hut', 'Madison and Pike', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Gurugram University', 'IILM', 'Iilm University', 'Kamla International', 'Amity Global School', 'St. Angels Sr', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Unitech Business Park', 'Manav Rachna Swimming Pool']","Address: North East, Sushant Lok Phase 3, Gurgaon Brokers please excuseSushant lok-3
Block-B
300yd old builtup at plot rate
North-East facing
Near 4 acres of lush green park
Top location
Nss realtor, based on the prestigious golf course road, offers you the best properties at the most competitive and lucrative prices with complete satisfaction ... of title and transparency. We have more options in plot sizes: 180 or 300 or 500 or 1000 sq yds in sushant lok-2/3. For further details, please feel free to reach us at:


Kunal kanwar
Nss realtorMore >>","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'Separate entry for servant room', 'Park', 'Visitor Parking', 'Natural Light', 'Airy Rooms']",,J69994418,https://www.99acres.com/6-bhk-bedroom-independent-house-villa-for-sale-in-sushant-lok-phase-3-gurgaon-2700-sq-ft-r5-spid-J69994418
252,252," in A Block Sushant Lok Phase 1, Gurgaon",813.0,House,11 Bedrooms ,11 Bathrooms,"Pooja Room,Store Room,Study Room,Servant Room"," in A Block Sushant Lok Phase 1, Gurgaon",3 Floors,2 Balconies ,South-East,10+ Year Old,"['Iffco chowk metro station', 'Mg road metro station', 'Gurgaon Central Mall', 'MGF Metropolitan', 'Icici bank ATM', 'Standard chartered ATM', 'Kotak mahindra bank ATM', 'Punjab national bank ATM', 'Umkal Hospital', 'Sitaram Bhartia', 'Sidhesh Hospital Gurgaon', 'Max Hospital', 'Privat Hospital', 'Dr. Kutbuddin Akbary', 'Axis bank', 'Indusind bank', 'Abn amro bank', 'Lord krishna bank', 'DT Cinemas', 'PVR Metropolitan', 'DT Cinemas', 'PVR Cinames', 'Pizza Hut', 'Barbecue Grill', 'CCD', 'Drunken Monkey', 'Belgian Waffle', 'Roots', 'Starbucks', 'Naveidyam', 'Blue Tokai Coffee Roasters', 'Dighent cafe', 'Fat', 'Nowhere Brewpub and cafe', 'The Chicken Boat', 'MoB Ministory of Beer', 'Park Baluchi', 'NutrioBox Gurugram', 'Pan Bangkok', 'Bikanervala', 'Beer & Whisky Bar', 'Balaji Vegetarian Paradise', 'Gravity Space Bar', 'Black Mambaa', 'KFC', 'Gola Sizzles', 'The Oriental Bloom Chinese and Thai', 'Zura', 'Bahrisons library', 'Ncr library']","Address:  A Block Sushant Lok Phase 1, Gurgaon This 11 bhk house for sale in a block sushant lok phase 1 is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. Containing 11 bedrooms, 11 bathrooms and 2 balconies, this independent house is spread over a super built up area of 813 sq.Yards. This...  11 bhk house comes attached with 2 open parking for your vehicle(s). As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. The price of this spacious independent house is 25 crore. All the modern amenities such as visitor parking will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is south-East-Facing. The floor of this independent house is beautifully designed using marble flooring, giving it an alluring look.More >>","['Feng Shui / Vaastu Compliant', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Internet/wi-fi connectivity']",,O80484081,https://www.99acres.com/11-bhk-bedroom-independent-house-villa-for-sale-in-a-block-sushant-lok-phase-1-gurgaon-7317-sq-ft-spid-O80484081
